Case ID,Events,Variant,Variant index,Started,Finished,Duration,Duration (milliseconds)
78,3,Variant 1,1,08.11.2011 18:18:10,06.12.2011 01:33:12,"27 days, 7 hours",2358902000
80,3,Variant 1,1,02.08.2012 17:22:58,10.08.2012 18:13:48,"8 days, 50 mins",694250000
81,6,Variant 13,13,09.02.2010 17:31:47,19.02.2010 17:32:00,"10 days, 13 secs",864013000
84,3,Variant 1,1,10.12.2010 18:15:54,10.12.2010 18:16:34,40 secs,40000
85,3,Variant 1,1,25.02.2011 02:01:50,04.03.2011 19:02:13,"7 days, 17 hours",666023000
86,4,Variant 2,2,13.06.2012 00:12:48,18.06.2012 17:42:02,"5 days, 17 hours",494954000
87,7,Variant 40,40,14.11.2011 23:35:55,07.12.2011 22:41:18,"22 days, 23 hours",1983923000
88,5,Variant 59,59,24.09.2010 15:57:49,04.10.2010 18:49:08,"10 days, 2 hours",874279000
90,3,Variant 1,1,16.03.2010 16:59:03,17.03.2010 18:49:51,"1 day, 1 hour",93048000
91,3,Variant 1,1,24.05.2011 20:51:35,24.05.2011 21:36:11,"44 mins, 36 secs",2676000
92,3,Variant 1,1,09.03.2010 19:09:33,18.03.2010 18:27:56,"8 days, 23 hours",775103000
93,3,Variant 1,1,25.07.2012 15:02:54,02.08.2012 23:14:07,"8 days, 8 hours",720673000
94,3,Variant 1,1,08.02.2012 17:33:56,08.02.2012 17:34:34,38 secs,38000
95,3,Variant 1,1,26.09.2011 18:27:14,30.09.2011 17:09:23,"3 days, 22 hours",340929000
96,4,Variant 6,6,28.02.2012 01:31:32,29.02.2012 17:25:14,"1 day, 15 hours",143622000
98,3,Variant 1,1,05.07.2012 20:16:51,09.07.2012 21:21:24,"4 days, 1 hour",349473000
99,3,Variant 1,1,11.05.2011 18:16:32,16.05.2011 16:33:29,"4 days, 22 hours",425817000
101,4,Variant 7,7,18.06.2010 21:47:15,29.06.2010 16:33:07,"10 days, 18 hours",931552000
102,3,Variant 1,1,30.01.2012 18:09:29,31.01.2012 17:12:06,"23 hours, 2 mins",82957000
103,7,Variant 71,71,07.06.2010 15:30:54,16.06.2010 17:23:07,"9 days, 1 hour",784333000
104,3,Variant 1,1,27.01.2011 17:34:59,27.01.2011 18:34:24,"59 mins, 25 secs",3565000
108,3,Variant 1,1,12.01.2011 20:28:16,26.01.2011 17:12:39,"13 days, 20 hours",1197863000
109,5,Variant 3,3,24.09.2010 23:35:31,08.11.2010 18:33:57,"44 days, 18 hours",3869906000
110,3,Variant 1,1,16.12.2010 18:33:24,17.12.2010 00:52:50,"6 hours, 19 mins",22766000
111,7,Variant 14,14,29.06.2010 22:00:48,02.07.2010 22:08:52,"3 days, 8 mins",259684000
112,3,Variant 1,1,06.10.2011 15:50:55,14.10.2011 22:44:32,"8 days, 6 hours",716017000
113,4,Variant 7,7,06.05.2010 23:51:48,25.05.2010 22:11:28,"18 days, 22 hours",1635580000
116,3,Variant 1,1,08.04.2011 21:02:03,08.04.2011 21:07:10,"5 mins, 7 secs",307000
117,3,Variant 1,1,19.07.2012 18:59:25,20.07.2012 22:44:15,"1 day, 3 hours",99890000
118,3,Variant 1,1,07.03.2011 20:02:24,07.03.2011 22:14:21,"2 hours, 11 mins",7917000
119,3,Variant 1,1,05.12.2011 23:22:17,13.12.2011 18:22:04,"7 days, 18 hours",673187000
120,4,Variant 2,2,24.04.2012 22:07:03,08.05.2012 22:04:27,"13 days, 23 hours",1209444000
121,3,Variant 1,1,09.02.2011 22:28:58,09.02.2011 23:21:46,"52 mins, 48 secs",3168000
122,3,Variant 1,1,15.02.2011 00:23:08,15.02.2011 20:52:47,"20 hours, 29 mins",73779000
123,5,Variant 3,3,06.05.2011 15:33:07,12.05.2011 21:45:54,"6 days, 6 hours",540767000
124,3,Variant 1,1,07.06.2012 23:31:32,08.06.2012 14:47:30,"15 hours, 15 mins",54958000
125,5,Variant 3,3,19.08.2010 17:48:49,13.09.2010 16:49:39,"24 days, 23 hours",2156450000
126,3,Variant 18,18,25.07.2012 23:34:31,27.08.2012 22:18:05,"32 days, 22 hours",2846614000
127,3,Variant 1,1,12.03.2010 18:28:49,12.03.2010 18:37:27,"8 mins, 38 secs",518000
128,3,Variant 8,8,28.11.2011 17:10:27,28.11.2011 18:46:59,"1 hour, 36 mins",5792000
130,4,Variant 7,7,08.04.2010 16:58:03,08.04.2010 17:01:19,"3 mins, 16 secs",196000
132,4,Variant 2,2,21.06.2012 20:50:46,25.06.2012 20:03:33,"3 days, 23 hours",342767000
133,4,Variant 4,4,26.01.2011 20:24:58,28.01.2011 23:29:17,"2 days, 3 hours",183859000
134,3,Variant 1,1,19.04.2011 22:42:45,19.04.2011 22:45:42,"2 mins, 57 secs",177000
135,7,Variant 24,24,08.02.2011 20:57:41,03.03.2011 23:05:29,"23 days, 2 hours",1994868000
136,3,Variant 1,1,06.06.2012 22:48:56,08.06.2012 15:13:29,"1 day, 16 hours",145473000
137,4,Variant 2,2,05.08.2011 21:00:13,19.08.2011 20:25:37,"13 days, 23 hours",1207524000
138,3,Variant 1,1,02.03.2012 18:13:46,02.03.2012 18:34:03,"20 mins, 17 secs",1217000
139,3,Variant 1,1,19.04.2010 15:44:31,19.04.2010 17:26:05,"1 hour, 41 mins",6094000
141,7,Variant 15,15,12.01.2011 19:39:32,26.01.2011 18:26:04,"13 days, 22 hours",1205192000
142,3,Variant 1,1,07.03.2012 20:00:05,09.03.2012 23:48:25,"2 days, 3 hours",186500000
146,3,Variant 1,1,05.10.2010 22:55:27,05.10.2010 23:09:39,"14 mins, 12 secs",852000
148,4,Variant 6,6,09.01.2012 20:19:35,10.01.2012 01:14:53,"4 hours, 55 mins",17718000
149,3,Variant 1,1,09.02.2011 23:35:27,10.02.2011 00:24:44,"49 mins, 17 secs",2957000
150,6,Variant 32,32,18.05.2011 16:39:41,26.05.2011 15:56:00,"7 days, 23 hours",688579000
151,3,Variant 1,1,10.02.2010 19:25:33,10.02.2010 19:33:49,"8 mins, 16 secs",496000
152,3,Variant 1,1,18.05.2012 20:08:58,25.05.2012 16:12:16,"6 days, 20 hours",590598000
153,3,Variant 1,1,02.07.2012 15:35:06,02.07.2012 19:01:29,"3 hours, 26 mins",12383000
155,5,Variant 3,3,15.12.2010 01:19:51,18.01.2011 20:15:29,"34 days, 18 hours",3005738000
157,3,Variant 1,1,24.05.2011 15:13:23,06.06.2011 18:19:01,"13 days, 3 hours",1134338000
158,3,Variant 1,1,20.09.2010 23:57:01,21.09.2010 15:53:48,"15 hours, 56 mins",57407000
159,3,Variant 1,1,21.09.2011 15:12:16,27.09.2011 21:20:30,"6 days, 6 hours",540494000
160,3,Variant 1,1,25.02.2011 19:55:02,25.02.2011 22:28:30,"2 hours, 33 mins",9208000
161,3,Variant 1,1,10.08.2010 15:16:09,13.08.2010 15:24:41,"3 days, 8 mins",259712000
162,3,Variant 18,18,04.10.2011 23:47:43,07.10.2011 21:30:00,"2 days, 21 hours",250937000
163,3,Variant 1,1,15.10.2010 16:27:20,27.10.2010 19:46:36,"12 days, 3 hours",1048756000
164,3,Variant 1,1,28.09.2010 20:44:01,28.09.2010 22:03:08,"1 hour, 19 mins",4747000
165,2,Variant 5,5,14.01.2012 01:36:23,14.01.2012 01:36:49,26 secs,26000
166,3,Variant 1,1,11.02.2010 17:48:50,24.02.2010 01:56:36,"12 days, 8 hours",1066066000
167,5,Variant 26,26,23.11.2011 23:43:38,28.11.2011 18:25:02,"4 days, 18 hours",412884000
168,3,Variant 1,1,09.01.2012 19:01:47,09.01.2012 20:21:29,"1 hour, 19 mins",4782000
170,6,Variant 17,17,02.05.2012 23:54:51,18.05.2012 15:18:57,"15 days, 15 hours",1351446000
171,4,Variant 4,4,29.08.2011 22:12:48,31.08.2011 15:34:45,"1 day, 17 hours",148917000
172,3,Variant 1,1,17.09.2010 00:02:20,27.09.2010 18:08:54,"10 days, 18 hours",929194000
173,4,Variant 4,4,15.11.2010 18:15:12,16.11.2010 22:01:14,"1 day, 3 hours",99962000
174,4,Variant 2,2,24.10.2011 18:22:28,09.11.2011 23:20:52,"16 days, 4 hours",1400304000
175,3,Variant 1,1,05.10.2010 15:46:59,05.10.2010 16:00:18,"13 mins, 19 secs",799000
176,3,Variant 1,1,17.07.2012 18:44:26,18.07.2012 21:11:34,"1 day, 2 hours",95228000
177,3,Variant 1,1,18.01.2012 17:12:04,18.01.2012 18:42:03,"1 hour, 29 mins",5399000
178,3,Variant 1,1,22.02.2012 23:49:43,29.02.2012 18:36:49,"6 days, 18 hours",586026000
179,3,Variant 1,1,11.04.2012 21:30:07,12.04.2012 20:57:39,"23 hours, 27 mins",84452000
180,3,Variant 1,1,06.10.2011 18:23:22,06.10.2011 22:31:30,"4 hours, 8 mins",14888000
181,2,Variant 5,5,29.09.2011 17:51:55,30.09.2011 21:14:19,"1 day, 3 hours",98544000
182,3,Variant 1,1,20.05.2010 16:31:32,24.05.2010 18:59:57,"4 days, 2 hours",354505000
183,4,Variant 7,7,19.05.2010 23:08:49,24.05.2010 15:18:09,"4 days, 16 hours",403760000
185,5,Variant 3,3,02.11.2010 22:49:59,18.11.2010 18:52:18,"15 days, 20 hours",1368139000
186,4,Variant 2,2,13.07.2012 16:20:00,18.07.2012 15:05:36,"4 days, 22 hours",427536000
187,3,Variant 1,1,25.10.2010 21:14:08,27.10.2010 21:29:30,"2 days, 15 mins",173722000
188,3,Variant 1,1,09.01.2012 22:58:58,10.01.2012 18:03:01,"19 hours, 4 mins",68643000
189,4,Variant 4,4,02.02.2010 22:49:13,03.02.2010 23:27:16,"1 day, 38 mins",88683000
190,3,Variant 1,1,22.02.2011 00:36:25,03.03.2011 23:26:19,"9 days, 22 hours",859794000
194,3,Variant 1,1,08.02.2012 20:28:03,05.03.2012 20:31:08,"26 days, 3 mins",2246585000
195,7,Variant 15,15,21.09.2010 18:53:00,29.09.2010 20:29:47,"8 days, 1 hour",697007000
196,3,Variant 1,1,16.11.2011 19:45:30,17.11.2011 22:32:09,"1 day, 2 hours",96399000
197,4,Variant 6,6,01.06.2012 16:18:57,04.06.2012 17:46:33,"3 days, 1 hour",264456000
198,3,Variant 1,1,28.04.2011 21:46:15,09.05.2011 23:43:48,"11 days, 1 hour",957453000
199,2,Variant 11,11,14.12.2011 00:45:50,14.12.2011 19:27:28,"18 hours, 41 mins",67298000
200,3,Variant 1,1,12.04.2012 22:59:24,16.04.2012 21:40:01,"3 days, 22 hours",340837000
201,3,Variant 1,1,22.08.2011 15:06:31,22.08.2011 17:31:48,"2 hours, 25 mins",8717000
203,3,Variant 1,1,11.06.2010 18:18:02,16.06.2010 16:04:16,"4 days, 21 hours",423974000
204,3,Variant 1,1,01.11.2011 00:30:39,02.11.2011 22:41:11,"1 day, 22 hours",166232000
205,5,Variant 3,3,07.12.2010 20:10:52,21.12.2010 23:31:29,"14 days, 3 hours",1221637000
206,5,Variant 3,3,04.03.2011 19:26:28,11.03.2011 20:48:28,"7 days, 1 hour",609720000
207,3,Variant 1,1,21.06.2011 21:40:37,11.07.2011 15:42:06,"19 days, 18 hours",1706489000
208,3,Variant 1,1,12.10.2010 18:50:55,12.10.2010 23:05:33,"4 hours, 14 mins",15278000
209,3,Variant 1,1,11.01.2012 19:39:43,11.01.2012 19:41:58,"2 mins, 15 secs",135000
211,2,Variant 5,5,02.08.2012 18:02:57,03.08.2012 20:56:13,"1 day, 2 hours",96796000
212,3,Variant 1,1,14.05.2012 20:39:34,14.05.2012 21:28:38,"49 mins, 4 secs",2944000
213,2,Variant 5,5,19.07.2011 18:43:29,27.07.2011 16:19:08,"7 days, 21 hours",682539000
214,4,Variant 4,4,26.01.2011 17:16:35,27.01.2011 17:24:33,"1 day, 7 mins",86878000
215,3,Variant 1,1,15.04.2010 15:13:46,27.04.2010 22:30:18,"12 days, 7 hours",1062992000
216,4,Variant 4,4,24.03.2010 20:14:07,24.03.2010 20:14:41,34 secs,34000
217,3,Variant 1,1,04.03.2011 18:34:36,09.03.2011 00:20:32,"4 days, 5 hours",366356000
218,7,Variant 14,14,26.03.2011 01:16:00,08.04.2011 21:01:12,"13 days, 19 hours",1194312000
219,5,Variant 67,67,11.11.2011 19:10:51,15.11.2011 17:47:33,"3 days, 22 hours",340602000
220,4,Variant 2,2,25.07.2011 19:03:37,04.08.2011 21:25:57,"10 days, 2 hours",872540000
221,3,Variant 1,1,23.11.2011 19:46:01,28.11.2011 20:46:18,"5 days, 1 hour",435617000
222,2,Variant 5,5,01.02.2012 20:34:03,01.02.2012 20:35:16,"1 min, 13 secs",73000
223,4,Variant 6,6,15.03.2012 22:28:02,17.03.2012 00:29:02,"1 day, 2 hours",93660000
224,4,Variant 2,2,28.05.2012 22:20:59,29.05.2012 16:06:03,"17 hours, 45 mins",63904000
225,2,Variant 5,5,21.07.2011 21:48:19,22.07.2011 21:05:46,"23 hours, 17 mins",83847000
226,3,Variant 1,1,12.04.2011 00:01:34,13.04.2011 18:20:49,"1 day, 18 hours",152355000
227,3,Variant 1,1,17.05.2011 17:14:34,20.05.2011 20:41:53,"3 days, 3 hours",271639000
228,3,Variant 1,1,22.09.2010 23:39:16,23.09.2010 16:38:14,"16 hours, 58 mins",61138000
229,2,Variant 5,5,23.11.2011 18:44:28,23.11.2011 20:21:30,"1 hour, 37 mins",5822000
231,4,Variant 4,4,19.10.2010 22:08:14,21.10.2010 16:26:29,"1 day, 18 hours",152295000
234,4,Variant 4,4,23.06.2010 23:57:59,07.07.2010 18:10:30,"13 days, 18 hours",1188751000
236,3,Variant 1,1,19.01.2011 19:08:18,07.02.2011 19:48:08,"19 days, 39 mins",1643990000
238,3,Variant 1,1,23.07.2010 22:27:40,27.07.2010 15:37:32,"3 days, 17 hours",320992000
239,3,Variant 1,1,14.07.2011 21:26:36,03.08.2011 16:14:00,"19 days, 18 hours",1709244000
240,3,Variant 1,1,27.07.2011 23:30:16,10.08.2011 20:43:40,"13 days, 21 hours",1199604000
241,3,Variant 1,1,17.05.2012 23:53:08,21.05.2012 16:27:17,"3 days, 16 hours",318849000
242,3,Variant 1,1,02.08.2012 17:26:04,22.08.2012 22:28:26,"20 days, 5 hours",1746142000
243,3,Variant 1,1,20.06.2012 22:41:25,20.06.2012 22:44:33,"3 mins, 8 secs",188000
244,3,Variant 1,1,25.11.2010 02:02:59,25.11.2010 02:22:00,"19 mins, 1 sec",1141000
245,3,Variant 1,1,28.04.2010 23:21:11,03.05.2010 20:56:35,"4 days, 21 hours",423324000
246,4,Variant 4,4,27.10.2010 23:21:46,02.11.2010 23:57:22,"6 days, 35 mins",520536000
247,3,Variant 46,46,10.08.2012 14:59:37,10.08.2012 15:18:58,"19 mins, 21 secs",1161000
248,3,Variant 8,8,08.11.2011 22:32:15,09.11.2011 17:39:46,"19 hours, 7 mins",68851000
249,3,Variant 1,1,20.04.2011 15:34:05,27.04.2011 17:53:20,"7 days, 2 hours",613155000
250,3,Variant 1,1,23.02.2011 02:06:59,28.02.2011 19:43:36,"5 days, 17 hours",495397000
251,3,Variant 1,1,26.06.2012 22:50:34,06.07.2012 16:50:50,"9 days, 18 hours",842416000
252,5,Variant 9,9,19.01.2011 23:55:14,28.02.2011 18:40:26,"39 days, 18 hours",3437112000
254,3,Variant 1,1,23.11.2010 18:55:28,30.11.2010 23:10:42,"7 days, 4 hours",620114000
255,3,Variant 1,1,06.03.2012 17:24:19,06.03.2012 23:07:30,"5 hours, 43 mins",20591000
256,3,Variant 1,1,12.01.2011 01:41:38,27.01.2011 20:00:26,"15 days, 18 hours",1361928000
257,3,Variant 1,1,28.01.2011 20:42:47,09.02.2011 22:50:56,"12 days, 2 hours",1044489000
258,5,Variant 3,3,02.12.2010 18:21:12,07.12.2010 01:45:48,"4 days, 7 hours",372276000
259,4,Variant 4,4,23.03.2010 17:10:15,06.05.2010 15:36:35,"43 days, 22 hours",3795980000
260,4,Variant 4,4,18.10.2010 21:15:06,15.11.2010 22:47:26,"28 days, 1 hour",2424740000
261,3,Variant 1,1,30.07.2012 18:55:26,30.07.2012 21:14:37,"2 hours, 19 mins",8351000
263,3,Variant 1,1,29.12.2011 01:51:52,30.12.2011 17:01:38,"1 day, 15 hours",140986000
264,3,Variant 1,1,09.03.2011 22:27:13,11.03.2011 17:22:38,"1 day, 18 hours",154525000
266,3,Variant 8,8,18.06.2012 18:49:00,20.06.2012 15:11:20,"1 day, 20 hours",159740000
267,3,Variant 1,1,05.05.2011 17:41:25,05.05.2011 21:14:58,"3 hours, 33 mins",12813000
268,4,Variant 7,7,23.07.2010 16:22:58,23.07.2010 17:53:25,"1 hour, 30 mins",5427000
269,2,Variant 11,11,12.12.2011 17:40:49,03.01.2012 18:15:12,"22 days, 34 mins",1902863000
270,6,Variant 13,13,01.04.2011 16:48:44,06.04.2011 18:48:27,"5 days, 1 hour",439183000
271,5,Variant 31,31,08.03.2010 20:43:25,09.03.2010 02:00:50,"5 hours, 17 mins",19045000
272,4,Variant 2,2,25.01.2012 16:58:57,29.02.2012 02:21:41,"34 days, 9 hours",2971364000
273,3,Variant 1,1,26.03.2010 00:16:03,26.03.2010 02:10:30,"1 hour, 54 mins",6867000
274,3,Variant 1,1,20.04.2012 18:47:22,26.04.2012 20:19:28,"6 days, 1 hour",523926000
275,3,Variant 1,1,08.06.2010 20:44:14,28.06.2010 22:07:25,"20 days, 1 hour",1732991000
276,4,Variant 7,7,30.03.2010 23:58:20,31.03.2010 00:13:29,"15 mins, 9 secs",909000
277,3,Variant 1,1,13.03.2012 18:47:21,14.03.2012 23:35:22,"1 day, 4 hours",103681000
278,6,Variant 30,30,24.05.2010 20:55:50,22.06.2010 20:27:44,"28 days, 23 hours",2503914000
279,2,Variant 5,5,07.10.2011 17:50:02,07.10.2011 17:50:33,31 secs,31000
280,7,Variant 24,24,25.11.2010 23:02:43,01.12.2010 23:33:08,"6 days, 30 mins",520225000
281,4,Variant 4,4,30.06.2011 21:42:32,04.07.2011 20:57:06,"3 days, 23 hours",342874000
283,3,Variant 1,1,12.06.2012 17:18:08,02.07.2012 17:44:23,"20 days, 26 mins",1729575000
284,3,Variant 1,1,08.11.2011 17:24:00,08.11.2011 17:34:52,"10 mins, 52 secs",652000
285,3,Variant 1,1,02.05.2012 18:41:57,03.05.2012 22:34:29,"1 day, 3 hours",100352000
287,3,Variant 1,1,08.02.2011 16:48:56,08.02.2011 19:49:59,"3 hours, 1 min",10863000
288,3,Variant 1,1,17.11.2011 18:35:43,17.11.2011 23:00:05,"4 hours, 24 mins",15862000
289,3,Variant 1,1,07.09.2010 22:11:07,07.09.2010 23:39:38,"1 hour, 28 mins",5311000
290,4,Variant 64,64,14.02.2012 20:05:29,01.03.2012 00:31:28,"15 days, 4 hours",1311959000
291,4,Variant 4,4,13.10.2010 18:21:33,20.10.2010 23:23:37,"7 days, 5 hours",622924000
292,3,Variant 1,1,02.08.2012 16:46:54,02.08.2012 16:49:07,"2 mins, 13 secs",133000
293,3,Variant 1,1,27.07.2012 21:10:43,14.08.2012 16:26:51,"17 days, 19 hours",1538168000
294,3,Variant 1,1,14.05.2010 20:55:15,14.05.2010 21:24:16,"29 mins, 1 sec",1741000
295,4,Variant 6,6,15.02.2012 18:20:54,15.02.2012 22:06:59,"3 hours, 46 mins",13565000
297,3,Variant 1,1,15.07.2010 18:44:37,15.07.2010 21:10:18,"2 hours, 25 mins",8741000
298,3,Variant 1,1,01.12.2010 01:41:26,01.12.2010 18:11:26,"16 hours, 30 mins",59400000
300,3,Variant 1,1,22.03.2012 01:34:29,26.03.2012 18:31:22,"4 days, 16 hours",406613000
301,7,Variant 14,14,06.05.2010 19:05:09,07.05.2010 20:17:43,"1 day, 1 hour",90754000
302,3,Variant 1,1,20.11.2010 01:53:47,22.11.2010 17:52:33,"2 days, 15 hours",230326000
303,3,Variant 1,1,06.02.2012 17:29:21,06.02.2012 17:57:12,"27 mins, 51 secs",1671000
304,3,Variant 1,1,05.10.2011 23:48:23,06.10.2011 21:48:54,"22 hours, 31 secs",79231000
305,4,Variant 2,2,07.05.2012 15:41:52,15.05.2012 20:35:47,"8 days, 4 hours",708835000
306,3,Variant 1,1,20.09.2010 23:22:31,20.09.2010 23:24:30,"1 min, 59 secs",119000
307,3,Variant 1,1,22.06.2012 16:02:35,25.06.2012 18:27:09,"3 days, 2 hours",267874000
309,3,Variant 1,1,20.07.2012 15:01:09,23.07.2012 22:21:41,"3 days, 7 hours",285632000
310,4,Variant 2,2,09.06.2011 18:44:39,14.07.2011 23:42:45,"35 days, 4 hours",3041886000
311,3,Variant 1,1,20.03.2012 19:06:09,20.03.2012 19:07:16,"1 min, 7 secs",67000
312,3,Variant 1,1,18.07.2012 18:56:55,19.07.2012 15:10:42,"20 hours, 13 mins",72827000
314,3,Variant 1,1,14.04.2011 16:29:40,18.04.2011 17:57:59,"4 days, 1 hour",350899000
315,5,Variant 3,3,10.11.2010 00:17:13,07.12.2010 00:22:11,"27 days, 4 mins",2333098000
316,4,Variant 4,4,03.09.2010 16:38:27,06.09.2010 23:28:17,"3 days, 6 hours",283790000
318,3,Variant 1,1,28.05.2012 22:36:21,31.05.2012 15:51:47,"2 days, 17 hours",234926000
319,5,Variant 3,3,29.12.2010 01:23:40,21.01.2011 23:36:56,"23 days, 22 hours",2067196000
320,3,Variant 1,1,28.12.2010 01:12:53,20.01.2011 19:48:38,"23 days, 18 hours",2054145000
321,6,Variant 10,10,01.07.2010 17:53:02,02.07.2010 20:39:50,"1 day, 2 hours",96408000
322,5,Variant 3,3,25.11.2010 20:50:31,14.12.2010 00:44:04,"18 days, 3 hours",1569213000
324,2,Variant 11,11,06.09.2012 16:45:04,24.09.2012 18:34:43,"18 days, 1 hour",1561779000
